Precinct and Voting District Information,,,,,,,,,,,,,,,,,,1 (County Statistics),,,,,,Voting System Information,,,US Senate,,,,,,,US Congressional Districts 1 - 8,,,,,,MN State Senate Districts 1 - 67,,,,,,,MN State House Districts 1A - 67B,,,,,,,Governor and Lieutenant Governor,,,,,,,,Secretary of State,,,,,Attorney General,,,,State Auditor,,,,,ASSOCIATE JUSTICE-SUPREME CT 3,,,APPEALS 1,,APPEALS 5,,APPEALS 8,,APPEALS 9,,APPEALS 10,,APPEALS 15,,APPEALS 16,,,1ST DISTRICT COURT 1,,,1ST DISTRICT COURT 5,,,1ST DISTRICT COURT 28,,,1ST DISTRICT COURT 31,,,2ND DISTRICT COURT 21,,,4TH DISTRICT COURT 12,,,4TH DISTRICT COURT 46,,,4TH DISTRICT COURT 47,,,4TH DISTRICT COURT 53,,,4TH DISTRICT COURT 56,,,4TH DISTRICT COURT 58,,,4TH DISTRICT COURT 60,,,7TH DISTRICT COURT 17,,,9TH DISTRICT COURT 4,,,9TH DISTRICT COURT 12,,,10TH DISTRICT COURT 14,,
270010165,SALO TWP.,,08,03B,03,00,004,00,00,N,O,Salo township,09,160,0165,01,270010165,61,2,51,3,0,54,3,Hand Count,Not Applicable,0,2,27,0,24,0,0,0,0,18,33,0,0,0,0,23,27,0,0,0,0,0,26,25,0,0,0,0,13,21,19,0,0,0,0,1,7,20,22,0,7,14,27,0,1,9,16,23,0,17,17,0,25,0,27,0,27,0,27,0,26,0,26,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,19,15,0,0,0,0
270010170,SEAVEY TWP.,,08,03B,03,00,004,00,00,N,O,Seavey township,09,165,0170,01,270010170,35,5,29,1,0,30,3,Hand Count,Not Applicable,0,2,14,0,14,0,0,0,0,10,20,0,0,0,0,13,17,0,0,0,0,0,18,11,0,0,0,0,10,12,7,0,0,0,0,0,4,13,12,0,1,9,18,0,1,3,15,11,0,10,11,0,15,0,15,0,14,0,14,0,14,0,14,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,9,9,0,0,0,0
270010175,SHAMROCK TWP.,,08,03B,04,00,004,00,00,N,O,Shamrock township,09,170,0175,01,270010175,848,55,571,69,0,640,2,Precinct Tabulator,Model 100,1,15,311,21,289,0,0,0,0,228,394,0,0,0,0,270,333,0,0,1,0,0,303,310,0,0,0,7,99,254,263,1,3,2,1,4,35,269,305,0,26,214,373,0,9,57,246,286,0,291,174,0,405,2,403,3,406,2,403,2,401,4,404,1,177,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,214,1,275,172,0,0,0,0
270010180,SPALDING TWP.,,08,03B,03,00,004,00,00,N,O,Spalding township,09,175,0180,01,270010180,126,19,96,1,0,97,3,Hand Count,Not Applicable,2,2,27,0,63,0,0,0,0,21,69,0,0,0,0,28,61,0,0,0,0,0,28,61,0,0,0,2,11,22,60,0,0,0,0,1,6,21,64,0,8,25,57,0,1,13,20,57,0,52,29,0,69,0,69,0,69,0,68,0,67,0,67,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,49,26,0,0,0,0
270010185,SPENCER TWP.,,08,03B,01,00,001,00,00,N,O,Spencer township,09,180,0185,01,270010185,310,17,253,23,0,276,2,Precinct Tabulator,Model 100,1,5,137,0,132,0,0,0,0,97,168,0,0,0,0,168,98,0,0,0,0,0,134,130,0,0,0,5,46,118,96,0,0,1,1,3,13,133,110,0,10,98,146,0,4,31,97,111,0,124,48,0,157,0,151,0,148,0,144,0,141,0,142,0,76,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,90,0,117,51,0,0,0,0
270010190,TAMARACK,,08,03B,04,00,004,00,00,N,O,Tamarack city,09,185,0190,01,270010190,41,4,36,0,0,36,3,Hand Count,Not Applicable,0,4,11,0,21,0,0,0,0,8,26,0,0,0,0,16,19,0,0,0,0,0,16,18,0,0,0,1,5,13,16,0,0,0,0,1,0,13,21,0,1,8,25,0,0,5,9,21,0,19,8,0,24,0,24,0,23,0,22,0,23,0,23,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,15,10,0,0,0,0
270010195,TURNER TWP.,,08,03B,05,00,004,00,00,N,O,Turner township,09,190,0195,01,270010195,118,8,86,11,0,97,3,Hand Count,Not Applicable,1,0,44,3,49,0,0,0,0,34,61,0,0,0,0,41,52,0,0,0,0,0,39,56,0,0,0,1,14,39,43,0,0,0,0,3,5,37,52,0,2,31,60,0,1,7,35,51,0,45,37,0,72,0,72,0,68,0,68,0,68,0,70,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,0,50,25,0,0,0,0
270010200,VERDON TWP.,,08,03B,05,00,001,00,00,N,O,Verdon township,09,195,0200,01,270010200,43,0,28,4,0,32,3,Hand Count,Not Applicable,0,2,14,0,16,0,0,0,0,9,19,0,0,0,0,18,10,0,0,0,0,0,15,14,0,0,0,1,2,15,12,0,0,0,0,1,0,16,11,0,1,15,13,0,3,2,16,7,0,19,3,0,18,0,18,0,18,0,18,0,18,0,18,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,11,7,0,0,0,0
270010205,WAGNER TWP.,,08,03B,03,00,004,00,00,N,O,Wagner township,09,200,0205,01,270010205,214,16,170,13,0,183,3,Hand Count,Not Applicable,3,5,81,0,91,0,0,0,0,57,120,0,0,0,0,68,106,0,0,0,0,0,80,97,0,0,0,3,23,86,66,1,2,0,0,1,12,74,87,0,12,64,100,0,4,12,72,85,0,76,59,0,126,0,125,0,123,0,109,0,122,0,121,0,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,75,0,78,46,0,0,0,0
270010210,WAUKENABO TWP.,,08,03B,05,00,001,00,00,N,O,Waukenabo township,09,205,0210,01,270010210,239,9,171,11,0,182,2,Precinct Tabulator,Model 100,0,6,91,2,81,0,1,0,0,66,110,0,0,0,0,102,71,0,0,1,0,0,96,77,0,0,0,1,27,84,61,0,3,0,0,2,9,83,75,0,12,76,81,0,2,15,77,69,0,79,62,0,123,1,119,1,122,0,120,0,120,0,118,0,73,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,74,0,65,67,0,0,0,0
270010215,WEALTHWOOD TWP.,,08,03B,02,00,001,00,00,N,O,Wealthwood township,09,210,0215,01,270010215,179,20,157,14,0,171,3,Hand Count,Not Applicable,0,9,59,3,99,0,0,0,0,52,115,0,0,0,0,63,102,0,0,0,0,0,64,101,0,0,0,5,38,57,69,0,2,0,0,4,8,63,95,0,11,50,107,0,5,12,49,101,0,94,57,1,129,1,126,1,125,1,123,1,122,1,122,1,50,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,49,1,72,65,1,0,0,0
270010220,WHITE PINE TWP.,,08,03B,03,00,004,00,00,N,O,White Pine township,09,215,0220,01,270010220,27,1,21,0,0,21,3,Hand Count,Not Applicable,0,1,8,0,11,0,0,0,0,4,14,0,0,0,0,8,8,0,0,0,0,0,6,11,0,0,0,0,6,5,8,0,0,0,0,0,1,4,9,0,1,2,12,0,0,3,1,10,0,11,4,0,14,0,14,0,14,0,14,0,14,0,14,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,10,5,0,0,0,0
270010225,WILLIAMS TWP.,,08,03B,03,00,004,00,00,N,O,Williams township,09,220,0225,01,270010225,78,5,63,0,0,63,3,Hand Count,Not Applicable,0,3,28,0,31,0,0,0,0,23,36,0,0,0,0,33,25,0,0,0,0,0,32,24,0,0,0,1,5,32,20,0,0,0,1,0,4,28,25,0,4,24,30,0,0,5,22,29,0,26,20,0,38,0,38,0,37,0,38,0,39,0,37,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,24,19,0,0,0,0
270010230,WORKMAN TWP.,,08,03B,04,00,001,00,00,N,O,Workman township,09,225,0230,01,270010230,118,5,94,5,0,99,3,Hand Count,Not Applicable,2,6,34,2,55,0,0,0,0,20,78,0,0,0,0,37,60,0,0,0,0,0,31,68,0,0,0,1,18,27,49,0,3,0,0,3,13,24,57,0,11,22,61,0,2,11,24,56,0,47,27,0,68,0,67,0,65,0,66,0,67,0,65,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,37,33,0,0,0,0
270010240,NE Unorg. 51-22,,08,03B,05,00,004,00,00,N,O,Northeast Aitkin Unorganized,09,142,0240,01,270010240,0,0,0,0,0,0,3,Hand Count,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270010245,NE Unorg. 52-24 Ruth,,08,03B,05,00,002,00,00,N,O,Northeast Aitkin Unorganized,09,142,0245,01,270010245,9,0,7,0,0,7,3,Hand Count,Not Applicable,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,1,6,0,0,0,0,0,0,0,7,0,0,1,5,1,0,0,2,5,0,0,4,3,0,5,0,5,0,5,0,5,0,5,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,2,0,0,0,0
270010250,NE Unorg. 52-22,,08,03B,05,00,698,00,00,N,O,Northeast Aitkin Unorganized,09,142,0250,01,270010250,9,0,4,0,0,4,3,Hand Count,Not Applicable,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4,0,4,0,4,0,4,0,4,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,0
270010255,NW Unorg. 48-27 Blind Lake,,08,03B,05,00,001,00,00,N,O,Northwest Aitkin Unorganized,09,143,0255,01,270010255,24,0,0,19,0,19,3,Hand Count,Not Applicable,0,2,6,2,8,0,0,0,0,7,10,0,0,0,0,5,12,0,0,0,0,0,6,12,0,0,0,1,3,6,6,0,1,0,0,2,2,6,7,0,2,5,10,0,1,2,5,7,0,9,4,0,12,0,9,0,9,0,9,0,9,0,9,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,0,0,0,0
270010260,NW Unorg. 49-27 Esquagamah,,08,03B,05,00,001,00,00,N,O,Northwest Aitkin Unorganized,09,143,0260,01,270010260,30,0,26,0,0,26,3,Hand Count,Not Applicable,0,3,11,1,7,0,0,0,0,10,15,0,0,0,0,10,15,0,0,0,0,0,12,13,0,0,0,0,10,6,9,0,0,1,0,0,4,11,11,0,5,5,16,0,0,4,8,12,0,16,4,0,17,0,17,0,17,0,17,0,17,0,17,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,11,9,0,0,0,0
270010265,NW Unorg. 50-27 White Elk,,08,03B,05,00,001,00,00,N,O,Northwest Aitkin Unorganized,09,143,0265,01,270010265,4,0,0,4,0,4,3,Hand Count,Not Applicable,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,3,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0
270010270,NW Unorg. 50-26 Bain,,08,03B,05,00,001,00,00,N,O,Northwest Aitkin Unorganized,09,143,0270,01,270010270,24,0,0,17,0,17,3,Hand Count,Not Applicable,0,1,7,1,8,0,0,0,0,4,13,0,0,0,0,4,13,0,0,0,0,0,9,8,0,0,0,0,4,4,8,0,1,0,0,0,2,4,11,0,1,4,12,0,0,4,5,8,0,6,8,0,12,0,12,0,12,0,12,0,12,0,12,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,5,0,0,0,0
270010275,NW Unorg. 50-25 Hebron,,08,03B,05,00,001,00,00,N,O,Northwest Aitkin Unorganized,09,143,0275,01,270010275,9,0,0,8,0,8,3,Hand Count,Not Applicable,0,0,3,1,3,0,0,0,0,1,7,0,0,0,0,2,6,0,0,0,0,0,5,3,0,0,0,0,0,3,5,0,0,0,0,0,0,2,6,0,1,2,5,0,1,0,1,6,0,5,2,0,7,0,7,0,7,0,7,0,5,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,2,0,0,0,0
270010280,NW Unorg. 51-25,,08,03B,05,00,002,00,00,N,O,Northwest Aitkin Unorganized,09,143,0280,01,270010280,1,0,1,0,0,1,3,Hand Count,Not Applicable,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
270010285,NW Unorg. 51-27 LeMay,,08,03B,05,00,002,00,00,N,O,Northwest Aitkin Unorganized,09,143,0285,01,270010285,22,2,0,16,0,16,3,Hand Count,Not Applicable,0,0,10,0,6,0,0,0,0,6,10,0,0,0,0,8,7,0,0,0,0,0,10,5,0,0,0,0,2,9,5,0,0,0,0,0,0,8,8,0,0,8,8,0,1,0,8,7,0,8,8,0,14,0,14,0,14,0,14,0,14,0,14,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,7,0,0,0,0
270010290,NW Unorg. 52-27 Shovel Lake,,08,03B,05,00,002,00,00,N,O,Northwest Aitkin Unorganized,09,143,0290,01,270010290,20,0,0,12,0,12,3,Hand Count,Not Applicable,0,0,7,1,4,0,0,0,0,6,6,0,0,0,0,8,4,0,0,0,0,0,8,4,0,0,0,0,1,6,5,0,0,0,0,0,1,6,5,0,0,5,7,0,0,1,4,7,0,6,6,0,9,0,9,0,9,0,9,0,9,0,9,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,6,0,0,0,0
270010295,NW Unorg. 52-25 Quadna,,08,03B,05,00,002,00,00,N,O,Northwest Aitkin Unorganized,09,143,0295,01,270010295,36,0,0,28,0,28,3,Hand Count,Not Applicable,1,1,7,6,7,0,0,0,0,9,19,0,0,0,0,14,14,0,0,0,0,0,13,15,0,0,0,0,2,6,19,0,0,1,0,0,2,8,18,0,1,5,22,0,1,4,9,14,0,18,4,1,24,1,23,1,23,1,24,1,24,1,24,1,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,18,7,1,0,0,0
270031010,ANDOVER P-1,,06,49A,01,00,015,00,00,N,O,Andover city,10,004,1010,02,270031010,1887,200,1612,78,0,1690,2,Precinct Tabulator,Accuvote (Diebold),7,26,1085,2,569,6,0,0,106,1017,521,0,1,0,0,1061,523,0,0,0,0,0,1029,541,0,0,2,28,212,981,438,4,11,2,0,16,75,980,551,1,52,836,751,1,35,109,889,545,0,687,410,0,928,12,926,7,925,5,917,5,919,7,913,4,468,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,668,0
270031020,ANDOVER P-2,,06,49A,01,00,011,00,00,N,O,Andover city,10,004,1020,02,270031020,1828,187,1560,81,0,1641,2,Precinct Tabulator,Accuvote (Diebold),9,33,1030,2,552,0,0,0,114,975,497,0,2,0,0,1023,511,0,0,2,0,0,1007,525,0,0,3,25,214,953,427,1,4,0,2,31,58,927,536,3,49,779,746,3,43,117,853,511,3,762,421,6,1016,13,1012,11,1003,12,999,13,1000,12,995,10,395,747,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,804,8
270031030,ANDOVER P-3,,06,49B,05,00,011,00,00,N,O,Andover city,10,004,1030,02,270031030,1440,151,1240,42,0,1282,2,Precinct Tabulator,Accuvote (Diebold),4,30,811,2,428,3,0,0,90,744,405,0,1,0,0,793,413,0,0,2,0,0,857,374,0,0,2,11,160,735,362,1,5,0,2,17,50,706,452,1,41,615,575,1,21,100,651,424,1,539,294,2,695,3,685,2,676,2,668,5,672,2,673,2,292,485,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,520,4
270031040,ANDOVER P-4,,06,49A,01,00,011,00,00,N,O,Andover city,10,004,1040,02,270031040,863,108,753,36,0,789,2,Precinct Tabulator,Accuvote (Diebold),0,18,505,3,263,0,0,0,38,457,258,0,1,0,0,488,267,0,0,0,0,0,456,279,0,0,1,5,99,443,225,2,2,0,0,10,32,449,268,0,22,375,364,0,14,57,403,266,0,388,159,3,470,6,468,4,463,4,461,4,457,4,456,3,221,293,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,335,3
270031050,ANDOVER P-5,,06,49A,05,00,011,00,00,N,O,Andover city,10,004,1050,02,270031050,1273,145,1107,31,0,1138,2,Precinct Tabulator,Accuvote (Diebold),4,26,649,3,455,1,0,0,84,587,433,0,1,0,0,637,440,0,0,0,0,0,589,460,0,0,0,13,143,578,386,1,5,2,0,14,46,586,448,0,46,481,574,2,20,75,517,448,1,518,269,1,680,6,686,5,676,6,678,5,674,6,669,5,323,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,479,1
270031060,ANDOVER P-6,,06,49A,05,00,011,00,00,N,O,Andover city,10,004,1060,02,270031060,1431,229,1379,47,0,1426,2,Precinct Tabulator,Accuvote (Diebold),0,20,967,4,432,0,0,0,80,887,414,0,1,0,0,920,430,0,0,4,0,0,910,433,0,0,4,7,158,878,366,2,0,1,1,12,52,852,461,0,42,720,619,0,13,72,811,444,1,617,356,0,868,8,871,4,864,4,858,4,854,6,852,4,315,636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,672,2
270031070,ANDOVER P-7,,06,49A,02,00,011,00,00,N,O,Andover city,10,004,1070,02,270031070,1802,411,1789,61,0,1850,2,Precinct Tabulator,Accuvote (Diebold),4,17,1293,0,497,1,0,0,75,1212,498,0,1,0,0,1272,474,0,0,1,0,0,1238,495,0,0,0,20,180,1200,425,1,7,1,1,21,51,1178,519,0,35,1026,735,1,23,99,1090,509,2,898,383,0,1110,13,1108,9,1095,10,1100,9,1099,10,1099,7,544,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,807,2
270031080,ANDOVER P-8,,06,49A,02,00,011,00,00,N,O,Andover city,10,004,1080,02,270031080,1365,278,1358,35,0,1393,2,Precinct Tabulator,Accuvote (Diebold),5,13,952,1,417,0,0,0,78,861,387,0,2,0,0,874,406,0,0,1,0,0,858,406,0,0,0,13,150,850,363,1,1,0,0,19,37,827,439,0,30,703,597,0,18,64,762,429,1,647,253,1,782,6,774,4,767,4,764,5,762,5,769,4,332,522,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,574,3
270031090,ANDOVER P-9,,06,49A,02,00,011,00,00,N,O,Andover city,10,004,1090,02,270031090,1469,109,1209,48,0,1257,2,Precinct Tabulator,Accuvote (Diebold),1,26,802,2,416,3,0,0,83,748,381,0,1,0,0,784,404,0,0,2,0,0,804,394,0,0,1,17,157,744,325,1,4,1,0,17,65,720,417,0,43,605,571,1,17,97,661,406,0,536,323,0,720,4,717,4,710,3,709,4,709,3,711,3,356,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,517,0
270031100,ANDOVER P-10,,06,49A,05,00,011,00,00,N,O,Andover city,10,004,1100,02,270031100,1547,206,1376,44,0,1420,2,Precinct Tabulator,Accuvote (Diebold),5,17,911,1,481,0,0,0,80,862,414,0,1,0,0,891,422,0,0,2,0,0,856,434,0,0,3,17,140,850,386,3,2,1,2,9,49,815,473,1,32,687,640,1,23,84,742,450,2,605,294,2,758,6,748,4,736,5,730,4,731,2,727,3,361,497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,555,1
270031210,ANOKA P-1,,06,48B,07,00,011,00,00,N,O,Anoka city,10,005,1210,02,270031210,938,130,713,60,0,773,2,Precinct Tabulator,Accuvote (Diebold),5,14,375,5,367,3,0,0,61,367,316,0,0,0,0,324,407,0,0,1,37,0,371,327,0,0,1,28,124,335,265,2,4,2,0,24,38,348,332,0,38,279,420,1,33,50,314,326,0,386,172,3,478,5,488,3,482,5,475,3,475,4,477,3,167,375,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,408,3
270031220,ANOKA P-2,,06,48B,01,00,011,00,00,N,O,Anoka city,10,005,1220,02,270031220,1178,165,882,58,0,940,2,Precinct Tabulator,Accuvote (Diebold),3,25,534,7,366,1,0,0,71,509,338,0,1,0,0,492,411,0,0,1,41,0,534,338,0,0,1,19,163,466,277,1,3,0,1,29,47,509,332,1,36,417,467,0,29,72,465,328,2,454,253,1,619,3,610,3,606,5,608,4,612,1,604,1,248,447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,491,1
270031230,ANOKA P-3,,06,48B,01,00,011,00,00,N,O,Anoka city,10,005,1230,02,270031230,1251,150,1019,46,0,1065,2,Precinct Tabulator,Accuvote (Diebold),2,14,631,7,404,1,0,0,58,572,388,0,0,0,0,513,483,0,0,0,23,0,622,382,0,0,0,17,159,543,324,1,5,0,0,16,40,545,410,0,36,444,538,0,25,58,484,399,1,472,240,1,615,3,614,4,603,3,601,2,599,3,592,3,248,427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,499,1
270031240,ANOKA P-4,,06,48B,07,00,011,00,00,N,O,Anoka city,10,005,1240,02,270031240,1034,170,891,53,0,944,2,Precinct Tabulator,Accuvote (Diebold),5,18,487,9,420,1,0,0,80,450,364,0,1,0,0,423,457,0,0,0,33,0,467,391,0,0,0,23,148,432,325,1,0,2,0,32,40,452,367,1,34,351,516,0,30,73,399,363,0,473,173,3,559,3,558,3,550,3,542,5,542,4,537,4,228,379,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,416,3
270031250,ANOKA P-5,,06,48B,07,00,011,00,00,N,O,Anoka city,10,005,1250,02,270031250,1092,154,891,48,0,939,2,Precinct Tabulator,Accuvote (Diebold),6,33,454,6,434,0,0,0,74,454,388,0,2,0,0,418,488,0,0,2,29,0,468,414,0,0,0,12,165,412,333,2,4,1,0,17,58,429,403,0,47,366,505,1,32,74,397,383,0,501,227,0,623,5,621,5,610,5,608,5,611,4,604,4,253,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,520,0
270031260,ANOKA P-6,,06,48B,07,00,011,00,00,N,O,Anoka city,10,005,1260,02,270031260,985,150,702,65,0,767,2,Precinct Tabulator,Accuvote (Diebold),8,18,349,8,382,0,0,0,65,333,344,0,1,0,0,317,410,0,0,2,25,0,377,335,0,0,1,19,112,328,288,1,5,3,1,27,42,322,336,0,44,276,420,0,37,52,290,329,1,347,169,4,438,6,435,7,431,6,431,6,426,9,424,6,161,324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,362,2
